Часть;Год;Команда;Соперник;Минуты;Схема;Забито;Пропущено;Удары;Удары в створ;Передачи;Точные передачи;Навесы;Точные навесы;Владение;xG;PPDA;Победитель;Проигравший
1;2018;Зенит;Ростов;93;3-5-2 (100.0%);2;0;11;6;432;376;18;7;54.58;1.14;10.13;Зенит;Ростов
1;2018;Зенит;ЦСКА;95;4-2-3-1 (48.22%);0;2;10;2;545;457;18;4;56.68;1.13;8.7;ЦСКА;Зенит
1;2018;Зенит;Ахмат;94;4-2-3-1 (88.16%);1;0;9;4;475;414;9;1;51.21;1.36;7.51;Зенит;Ахмат
1;2018;Зенит;КС;96;4-4-1-1 (83.41%);1;0;7;2;343;273;7;3;41.51;0.38;18.38;Зенит;КС
1;2018;Зенит;Динамо;97;4-2-3-1 (37.61%);0;1;10;2;479;402;17;3;52.77;1.27;12.78;Динамо;Зенит
1;2018;Зенит;Краснодар;95;4-4-1-1 (94.64%);2;1;15;6;323;254;17;9;38.81;1.98;10.63;Зенит;Краснодар
1;2018;Зенит;Анжи;96;4-2-3-1 (71.24%);1;2;14;7;509;437;23;5;59.63;0.95;8.8;Анжи;Зенит
1;2018;Зенит;Локомотив;94;4-2-3-1 (100.0%);5;3;20;11;517;447;23;9;59.17;4.09;6.71;Зенит;Локомотив
1;2018;Зенит;Оренбург;94;4-2-3-1 (100.0%);2;1;10;3;510;437;14;3;54.22;1.03;7.29;Зенит;Оренбург
1;2018;Зенит;Спартак;97;4-2-3-1 (83.39%);0;0;12;5;380;317;23;11;55.63;1.4;8.18;Ничья;Ничья
1;2018;Зенит;Уфа;93;4-2-3-1 (100.0%);2;0;13;5;477;412;17;6;54.94;1.6;13.4;Зенит;Уфа
1;2018;Зенит;Урал;94;4-2-3-1 (100.0%);4;1;18;7;315;256;17;10;46.37;2.26;8.27;Зенит;Урал
1;2018;Зенит;Рубин;97;4-2-3-1 (78.89%);1;0;8;2;366;302;15;9;42.93;1.4;9.84;Зенит;Рубин
1;2018;Зенит;Арсенал;94;4-2-3-1 (100.0%);1;0;15;5;521;439;22;5;62.86;1.91;5.23;Зенит;Арсенал
1;2018;Зенит;Енисей;95;4-2-3-1 (95.63%);2;0;19;7;616;543;18;3;59.22;1.65;9.32;Зенит;Енисей
2;2018;Зенит;СКА;91;4-3-3 (100.0%);6;0;27;13;498;444;22;11;64.08;4.05;8.62;Зенит;СКА
2;2018;Зенит;Локомотив;94;4-2-3-1 (100.0%);0;1;6;1;377;310;19;5;52.71;0.37;4.49;Локомотив;Зенит
2;2018;Зенит;ЦСКА;96;4-4-2 (91.75%);0;0;18;4;401;317;23;5;54.92;1.56;8.23;Ничья;Ничья
2;2018;Зенит;Арсенал;96;3-4-3 (23.51%);3;3;13;4;323;260;18;10;54.51;1.56;7.91;Ничья;Ничья
2;2018;Зенит;Динамо;94;3-5-2 (55.54%);2;1;14;6;422;351;21;7;47.29;1.67;8.22;Зенит;Динамо
2;2018;Зенит;Анжи;96;3-5-2 (80.81%);1;0;13;6;433;358;27;6;61.31;1.53;4.82;Зенит;Анжи
2;2018;Зенит;Краснодар;95;4-3-3 (100.0%);1;2;16;5;376;306;13;5;48.06;1.38;12;Краснодар;Зенит
2;2018;Зенит;Уфа;96;3-4-1-2 (100.0%);2;1;9;3;293;188;11;4;38.41;0.69;13.18;Зенит;Уфа
2;2018;Зенит;Ростов;96;3-4-1-2 (36.16%);0;0;9;0;384;286;19;5;53.68;0.29;7.74;Ничья;Ничья
2;2018;Зенит;Амкар;98;4-4-2 (54.32%);0;0;15;2;541;468;29;8;68.09;0.73;4.53;Ничья;Ничья
1;2017;Зенит;Ахмат;95;4-2-3-1 (100.0%);0;0;11;4;320;257;10;1;52.43;2.3;7.5;Ничья;Ничья
1;2017;Зенит;Урал;95;4-4-2 (94.48%);2;1;19;5;446;372;25;9;53.75;1.89;8.11;Зенит;Урал
1;2017;Зенит;Спартак;99;4-4-2 (100.0%);1;3;11;5;438;361;35;17;53;1.23;8.29;Спартак;Зенит
1;2017;Зенит;Тосно;92;4-2-3-1 (74.12%);5;0;13;8;471;403;18;4;61.61;2.39;5.56;Зенит;Тосно
1;2017;Зенит;Рубин;96;4-3-3 (66.11%);0;0;16;6;425;323;24;6;53.8;1.52;10.63;Ничья;Ничья
1;2017;Зенит;Локомотив;95;4-3-3 (89.98%);0;3;18;6;606;522;43;10;62.57;2.18;5.18;Локомотив;Зенит
1;2017;Зенит;ЦСКА;96;4-3-3 (100.0%);0;0;12;2;341;273;17;8;50.43;0.5;8.25;Ничья;Ничья
1;2017;Зенит;Арсенал;93;4-4-2 (35.88%);0;1;13;2;547;473;23;7;65.95;1.23;9.21;Арсенал;Зенит
1;2017;Зенит;Анжи;96;4-3-3 (84.98%);2;2;17;5;565;473;37;9;66.18;1.85;3.54;Ничья;Ничья
1;2017;Зенит;Краснодар;94;4-3-3 (100.0%);2;0;15;7;352;267;16;4;43.04;1.47;12.58;Зенит;Краснодар
1;2017;Зенит;Уфа;93;4-3-3 (100.0%);3;0;21;9;509;435;21;9;60.11;3.92;7.59;Зенит;Уфа
1;2017;Зенит;Динамо;98;4-4-1-1 (58.69%);0;0;11;2;607;514;36;9;72.16;0.85;4.88;Ничья;Ничья
1;2017;Зенит;Ростов;94;4-2-3-1 (97.05%);0;0;7;0;625;521;29;3;63.87;0.18;10.48;Ничья;Ничья
1;2017;Зенит;Амкар;95;4-4-2 (49.51%);1;0;16;4;548;479;12;5;68.8;0.9;4.8;Зенит;Амкар
1;2017;Зенит;Ахмат;92;4-4-2 (72.02%);4;0;19;8;543;490;26;11;57.69;2.56;8.54;Зенит;Ахмат
1;2017;Зенит;Урал;91;4-4-2 (49.23%);1;1;21;8;494;409;33;12;58.04;2.15;10.95;Ничья;Ничья
1;2017;Зенит;Спартак;94;4-4-2 (86.06%);5;1;9;5;303;251;9;4;42.48;1.03;9.28;Зенит;Спартак
1;2017;Зенит;Тосно;96;4-2-3-1 (100.0%);1;0;11;4;481;410;16;6;55.37;0.83;6.21;Зенит;Тосно
1;2017;Зенит;Рубин;94;4-2-3-1 (99.33%);2;1;12;4;634;549;24;5;73.84;1.14;5.36;Зенит;Рубин
1;2017;Зенит;СКА;94;4-4-2 (100.0%);2;0;14;3;526;457;19;3;57.85;1.18;5.08;Зенит;СКА
2;2017;Зенит;Локомотив;93;4-2-3-1 (100.0%);2;0;8;5;461;388;18;6;53.91;0.71;9.9;Зенит;Локомотив
2;2017;Зенит;Краснодар;97;4-2-3-1 (100.0%);1;0;16;4;329;262;16;7;43.98;2.17;12.63;Зенит;Краснодар
2;2017;Зенит;КС;95;4-2-3-1 (100.0%);3;1;16;5;385;321;20;7;45.22;1.75;13.58;Зенит;КС
2;2017;Зенит;Ахмат;98;4-2-3-1 (99.27%);0;1;13;4;592;515;27;11;66.7;0.95;6.83;Ахмат;Зенит
2;2017;Зенит;Томь;92;4-2-3-1 (100.0%);2;0;17;6;616;531;32;11;65.11;1.29;6.77;Зенит;Томь
2;2017;Зенит;Оренбург;93;4-2-3-1 (100.0%);1;0;5;4;555;490;8;2;60.86;1.15;7.92;Зенит;Оренбург
2;2017;Зенит;Урал;91;4-2-3-1 (58.46%);2;0;19;6;541;471;36;11;66.67;1.88;6.54;Зенит;Урал
2;2017;Зенит;Спартак;93;4-2-3-1 (94.42%);1;2;8;2;588;493;22;7;61.6;1.1;10.56;Спартак;Зенит
2;2017;Зенит;Анжи;93;4-2-3-1 (53.88%);1;1;8;3;451;367;21;9;68.02;1.24;4.78;Ничья;Ничья
2;2017;Зенит;Рубин;93;4-2-3-1 (89.72%);2;0;12;5;508;418;22;4;55.82;0.86;7.49;Зенит;Рубин
2;2017;Зенит;Арсенал;94;4-2-3-1 (100.0%);2;0;18;4;538;451;30;11;63.75;2.31;4.66;Зенит;Арсенал
2;2017;Зенит;Амкар;97;4-2-3-1 (100.0%);0;1;19;4;605;525;38;11;68.84;1.59;6.33;Амкар;Зенит
2;2017;Зенит;ЦСКА;94;4-2-3-1 (100.0%);0;0;11;1;546;476;16;4;67.74;0.8;6.55;Ничья;Ничья
1;2016;Зенит;Ростов;93;4-2-3-1 (100.0%);0;0;9;2;460;374;23;4;58.8;1.01;8.5;Ничья;Ничья
1;2016;Зенит;Уфа;94;4-2-3-1 (100.0%);2;0;15;6;502;408;17;4;60.66;0.9;8.17;Зенит;Уфа
1;2016;Зенит;Краснодар;95;4-2-3-1 (100.0%);1;2;7;4;301;243;14;5;40.92;0.96;11.32;Краснодар;Зенит
1;2016;Зенит;КС;94;4-2-3-1 (100.0%);3;1;13;3;473;407;25;11;42.97;2.04;9.36;Зенит;КС
1;2016;Зенит;Ахмат;94;4-4-1-1 (99.26%);1;2;15;5;476;393;20;6;58.53;1.12;6.97;Ахмат;Зенит
1;2016;Зенит;Томь;93;4-3-3 (100.0%);1;0;10;6;422;345;16;7;68.4;1.46;3.81;Зенит;Томь
1;2016;Зенит;Оренбург;92;4-2-3-1 (100.0%);1;0;13;5;526;454;15;3;60.1;1.09;6.8;Зенит;Оренбург
1;2016;Зенит;Урал;92;4-3-3 (93.65%);2;0;10;6;541;473;14;4;52.42;1.74;6.7;Зенит;Урал
1;2016;Зенит;Спартак;95;4-2-3-1 (100.0%);4;2;11;4;271;218;12;8;46.86;2.83;8;Зенит;Спартак
1;2016;Зенит;Анжи;94;4-2-3-1 (100.0%);2;2;20;8;432;363;12;4;61.4;1.72;8.74;Ничья;Ничья
1;2016;Зенит;Рубин;91;4-1-4-1 (19.35%);4;1;12;6;352;299;21;8;51.16;2.66;5.8;Зенит;Рубин
1;2016;Зенит;Арсенал;91;4-3-3 (100.0%);5;0;14;9;553;493;10;1;52.54;2.4;12.09;Зенит;Арсенал
1;2016;Зенит;Амкар;92;4-2-3-1 (100.0%);3;0;15;8;635;560;21;6;67.06;1.81;7.68;Зенит;Амкар
1;2016;Зенит;ЦСКА;96;4-3-3 (100.0%);1;1;13;5;528;435;23;7;62.05;0.68;9.55;Ничья;Ничья
1;2016;Зенит;Ростов;96;4-2-3-1 (100.0%);3;2;11;3;627;541;44;24;79.59;1.48;3.14;Зенит;Ростов
1;2016;Зенит;Уфа;95;4-3-3 (48.34%);0;0;11;1;496;430;17;6;67.95;0.7;2.62;Ничья;Ничья
1;2016;Зенит;Локомотив;93;4-2-3-1 (100.0%);0;0;14;2;565;502;16;7;67.03;1.33;6.03;Ничья;Ничья
2;2016;Зенит;Динамо;96;4-3-3 (83.13%);3;0;14;9;559;493;16;12;65.64;3.45;8.79;Зенит;Динамо
2;2016;Зенит;Локомотив;101;4-3-3 (13.86%);1;1;8;4;433;369;20;5;54.14;1.6;8.19;Ничья;Ничья
2;2016;Зенит;Мордовия;93;4-3-3 (58.66%);3;0;14;7;525;475;7;1;67.22;2.72;4.96;Зенит;Мордовия
2;2016;Зенит;Кубань;92;4-4-2 (100.0%);4;1;19;10;632;550;17;10;72.79;2.65;6.76;Зенит;Кубань
2;2016;Зенит;Ростов;146;4-2-3-1 (88.4%);0;3;9;2;517;440;8;5;65.12;1.07;8.2;Ростов;Зенит
2;2016;Зенит;Спартак;95;4-2-3-1 (31.42%);5;2;17;7;380;334;14;8;57.8;2.38;7.63;Зенит;Спартак
2;2016;Зенит;Амкар;97;4-2-3-1 (100.0%);2;0;6;2;415;336;2;1;53.8;1.23;5.36;Зенит;Амкар
2;2016;Зенит;ЦСКА;93;4-4-1-1 (93.75%);2;0;14;7;413;336;12;4;56.86;1.66;6.91;Зенит;ЦСКА
2;2016;Зенит;КС;94;4-2-3-1 (100.0%);2;0;11;3;511;439;10;2;51.12;1.3;8.87;Зенит;КС
2;2016;Зенит;Рубин;96;4-2-3-1 (100.0%);4;2;20;7;468;390;9;3;52.46;3.56;7;Зенит;Рубин
2;2016;Зенит;Краснодар;94;4-2-3-1 (100.0%);0;0;13;5;281;211;16;4;42.25;0.88;8;Ничья;Ничья
1;2015;Зенит;Уфа;93;4-2-3-1 (91.94%);1;1;34;12;714;619;46;22;71.94;3.91;4.24;Ничья;Ничья
1;2015;Зенит;Ахмат;95;4-2-3-1 (76.68%);1;4;13;4;355;304;7;2;46.59;1.12;6.53;Ахмат;Зенит
1;2015;Зенит;Урал;93;4-3-3 (100.0%);3;0;11;8;476;394;17;6;52.3;1.28;8.3;Зенит;Урал
1;2015;Зенит;Локомотив;95;4-2-3-1 (100.0%);0;2;13;6;515;443;24;11;57.56;1.36;11.29;Локомотив;Зенит
1;2015;Зенит;Мордовия;95;4-2-3-1 (100.0%);0;0;10;2;552;461;32;8;60.67;1.17;5.78;Ничья;Ничья
1;2015;Зенит;Анжи;93;4-2-3-1 (100.0%);5;1;13;7;453;385;18;7;48.58;2.81;8.28;Зенит;Анжи
1;2015;Зенит;Кубань;95;4-3-3 (59.84%);2;2;18;7;476;389;25;7;62.74;1.67;6.15;Ничья;Ничья
1;2015;Зенит;Ростов;93;4-2-3-1 (93.32%);3;0;11;4;403;339;7;1;46.5;1.24;8.28;Зенит;Ростов
1;2015;Зенит;Спартак;114;4-2-3-1 (100.0%);2;2;12;5;357;293;13;7;50.27;2.05;5.31;Ничья;Ничья
1;2015;Зенит;Амкар;95;4-2-3-1 (100.0%);1;1;19;7;520;446;15;8;59.62;2.8;7.06;Ничья;Ничья
1;2015;Зенит;ЦСКА;93;4-2-3-1 (88.59%);2;2;9;3;528;454;14;2;53.78;0.98;7.62;Ничья;Ничья
1;2015;Зенит;Рубин;92;4-3-3 (85.12%);3;1;17;10;515;448;10;4;54.73;1.4;15.37;Зенит;Рубин
1;2015;Зенит;Краснодар;94;4-2-3-1 (100.0%);0;2;14;7;552;473;20;3;66.92;0.75;5.41;Краснодар;Зенит
1;2015;Зенит;Уфа;95;4-3-3 (75.21%);1;0;24;8;446;393;20;7;60.63;2.94;6.61;Зенит;Уфа
1;2015;Зенит;Ахмат;94;4-3-2-1 (79.17%);3;0;14;9;391;331;10;5;47.89;2.4;6.14;Зенит;Ахмат
1;2015;Зенит;Урал;94;5-3-2 (82.32%);4;1;10;6;411;346;7;1;50.98;2.47;8.31;Зенит;Урал
1;2015;Зенит;Динамо;93;4-3-3 (100.0%);2;1;17;8;475;411;13;4;52.7;1.9;5.49;Зенит;Динамо
1;2018;Краснодар;Уфа;96;4-2-3-1 (100.0%);1;1;25;3;682;596;29;12;76.13;2.35;5.12;Ничья;Ничья
1;2018;Краснодар;Урал;94;4-2-3-1 (100.0%);2;0;25;9;544;462;15;5;61.96;2.41;6.91;Краснодар;Урал
1;2018;Краснодар;Арсенал;94;4-2-3-1 (94.11%);3;0;14;6;499;430;7;3;57.23;2.26;8.33;Краснодар;Арсенал
1;2018;Краснодар;Енисей;95;4-2-3-1 (100.0%);3;0;17;7;719;623;21;4;66.06;1.3;8.4;Краснодар;Енисей
1;2018;Краснодар;Ростов;95;4-2-3-1 (100.0%);2;2;11;2;463;388;17;11;57.75;1.19;5.62;Ничья;Ничья
1;2018;Краснодар;ЦСКА;94;4-2-3-1 (100.0%);2;1;17;3;478;385;21;11;54.85;2.72;14.16;Краснодар;ЦСКА
1;2018;Краснодар;Ахмат;97;4-2-3-1 (100.0%);0;1;19;7;571;497;39;18;65.88;1.91;5.5;Ахмат;Краснодар
1;2018;Краснодар;Зенит;95;4-2-3-1 (74.51%);1;2;21;4;451;377;13;7;61.19;2.23;7.45;Зенит;Краснодар
1;2018;Краснодар;Динамо;95;4-2-3-1 (91.39%);3;0;9;4;538;463;13;4;60.88;0.99;11.71;Краснодар;Динамо
1;2018;Краснодар;КС;91;4-3-3 (100.0%);3;0;11;6;686;610;21;6;69.49;0.8;8.57;Краснодар;КС
1;2018;Краснодар;Анжи;92;4-2-3-1 (100.0%);4;0;18;8;646;565;15;3;63.48;2.16;9.64;Краснодар;Анжи
1;2018;Краснодар;Локомотив;98;4-2-3-1 (100.0%);2;1;15;5;477;395;23;7;60.2;1.54;4.68;Краснодар;Локомотив
1;2018;Краснодар;Оренбург;95;4-1-4-1 (100.0%);1;1;21;7;552;475;23;8;62.82;1.62;6.88;Ничья;Ничья
1;2018;Краснодар;Спартак;100;4-3-3 (48.34%);0;1;21;4;414;346;17;3;57.54;1.08;8.09;Спартак;Краснодар
1;2018;Краснодар;Уфа;96;4-2-3-1 (100.0%);1;0;19;4;587;512;16;3;63.23;0.91;9.08;Краснодар;Уфа
1;2018;Краснодар;Урал;95;4-2-3-1 (100.0%);2;1;12;5;508;422;16;4;64.66;1.32;5.13;Краснодар;Урал
1;2018;Краснодар;Рубин;96;4-2-3-1 (39.78%);1;2;11;1;566;487;11;7;62.5;0.97;9.65;Рубин;Краснодар
2;2018;Краснодар;Рубин;96;4-3-3 (84.27%);1;1;12;6;577;483;18;4;58.83;1.63;8.88;Ничья;Ничья
2;2018;Краснодар;СКА;95;4-3-3 (69.73%);1;0;16;7;634;545;19;4;61.32;1.86;6.54;Краснодар;СКА
2;2018;Краснодар;Локомотив;94;4-2-3-1 (79.64%);2;0;20;6;469;385;14;3;52.29;3.15;8.22;Краснодар;Локомотив
2;2018;Краснодар;ЦСКА;94;4-2-3-1 (100.0%);1;2;11;3;424;344;12;4;47.45;1.4;11.48;ЦСКА;Краснодар
2;2018;Краснодар;Арсенал;93;4-3-3 (65.98%);3;0;11;7;537;459;11;3;49.16;1.48;10.65;Краснодар;Арсенал
2;2018;Краснодар;Зенит;95;4-1-4-1 (75.2%);2;1;8;4;489;416;6;2;51.94;0.61;9.52;Краснодар;Зенит
2;2018;Краснодар;Анжи;94;4-1-4-1 (56.14%);1;1;7;3;570;491;22;8;62.65;0.44;5.32;Ничья;Ничья
2;2018;Краснодар;Уфа;94;4-2-3-1 (87.51%);0;1;22;7;707;632;33;11;67.82;2.1;7.41;Уфа;Краснодар
2;2018;Краснодар;Динамо;92;4-2-3-1 (100.0%);0;0;5;2;670;568;14;2;63.93;0.42;4.75;Ничья;Ничья
2;2018;Краснодар;Ростов;95;4-2-3-1 (100.0%);3;1;12;3;540;472;9;3;57.65;2.61;6.38;Краснодар;Ростов
1;2017;Краснодар;Амкар;94;4-2-3-1 (100.0%);3;1;5;3;566;503;4;3;47.54;1.25;17.16;Краснодар;Амкар
1;2017;Краснодар;Ахмат;94;4-2-3-1 (100.0%);3;2;15;7;495;414;19;8;60.29;1.98;5.86;Краснодар;Ахмат
1;2017;Краснодар;Урал;93;4-2-3-1 (100.0%);1;0;11;3;440;350;9;1;43.5;0.79;10.57;Краснодар;Урал
1;2017;Краснодар;Спартак;96;4-2-3-1 (67.13%);1;4;9;3;433;354;13;2;53.28;0.95;4.36;Спартак;Краснодар
1;2017;Краснодар;Тосно;94;4-2-3-1 (100.0%);3;1;10;5;525;438;7;1;48.37;1.26;7.84;Краснодар;Тосно
1;2017;Краснодар;СКА;92;4-2-3-1 (100.0%);4;1;27;12;562;494;16;6;64.04;3.67;7.36;Краснодар;СКА
1;2017;Краснодар;Локомотив;95;4-1-4-1 (100.0%);0;2;13;3;621;533;13;1;60.85;0.58;8.28;Локомотив;Краснодар
1;2017;Краснодар;ЦСКА;95;4-2-3-1 (90.9%);0;1;23;4;635;542;21;7;62.98;2.02;6.61;ЦСКА;Краснодар
1;2017;Краснодар;Арсенал;94;4-2-3-1 (61.3%);0;1;9;2;557;474;6;1;56.26;0.96;10.77;Арсенал;Краснодар
1;2017;Краснодар;Зенит;94;4-2-3-1 (100.0%);0;2;13;4;602;500;20;3;56.96;0.78;7.45;Зенит;Краснодар
1;2017;Краснодар;Анжи;92;4-2-3-1 (100.0%);5;1;24;10;569;487;11;5;56.76;3.39;8.5;Краснодар;Анжи
1;2017;Краснодар;Уфа;93;4-2-3-1 (80.9%);1;0;19;5;663;572;9;2;67.81;2.11;7.78;Краснодар;Уфа
1;2017;Краснодар;Динамо;93;4-2-3-1 (100.0%);2;0;16;11;568;497;5;2;53.86;1.49;5.89;Краснодар;Динамо
1;2017;Краснодар;Ростов;95;4-2-3-1 (100.0%);0;0;12;4;449;373;3;1;53.45;1.15;9.23;Ничья;Ничья
1;2017;Краснодар;Амкар;94;4-2-3-1 (100.0%);1;1;12;4;644;573;12;4;68.74;0.99;7.36;Ничья;Ничья
1;2017;Краснодар;Ахмат;95;4-2-3-1 (100.0%);3;2;16;8;262;208;7;4;46.9;1.34;5.83;Краснодар;Ахмат
1;2017;Краснодар;Урал;95;4-2-3-1 (80.53%);1;1;25;10;668;595;19;6;67.32;1.98;4.14;Ничья;Ничья
1;2017;Краснодар;Спартак;94;4-2-3-1 (100.0%);0;2;15;2;529;463;13;5;59.51;0.6;7.36;Спартак;Краснодар
1;2017;Краснодар;Тосно;93;4-2-3-1 (100.0%);2;0;21;8;694;626;20;6;68.55;2.42;5.23;Краснодар;Тосно
1;2017;Краснодар;Рубин;94;4-2-3-1 (100.0%);2;1;11;4;548;476;12;1;62.19;1.83;6.61;Краснодар;Рубин
2;2017;Краснодар;Томь;92;4-2-3-1 (100.0%);5;1;22;11;625;542;14;3;69.7;2.97;4.76;Краснодар;Томь
2;2017;Краснодар;Зенит;97;4-2-3-1 (100.0%);0;1;11;5;485;394;16;7;56.02;0.79;6.48;Зенит;Краснодар
2;2017;Краснодар;Урал;95;4-2-3-1 (100.0%);1;1;17;7;517;419;14;7;56.15;2.39;4.19;Ничья;Ничья
2;2017;Краснодар;Оренбург;93;4-2-3-1 (90.52%);0;1;13;4;569;500;20;8;64.19;0.94;5.16;Оренбург;Краснодар
2;2017;Краснодар;Анжи;95;4-2-3-1 (100.0%);0;0;9;6;603;529;15;3;69.39;1.31;5.69;Ничья;Ничья
2;2017;Краснодар;Амкар;94;4-2-3-1 (100.0%);2;0;19;8;622;551;11;2;66.86;1.83;5.45;Краснодар;Амкар
2;2017;Краснодар;Арсенал;94;4-2-3-1 (100.0%);2;0;10;4;657;568;11;1;64.68;0.77;8.78;Краснодар;Арсенал
2;2017;Краснодар;Рубин;96;4-2-3-1 (80.42%);1;0;18;7;564;476;12;4;55.25;1.45;6.51;Краснодар;Рубин
2;2017;Краснодар;ЦСКА;94;4-2-3-1 (100.0%);1;1;10;4;538;467;8;1;58.53;1.23;9.08;Ничья;Ничья
2;2017;Краснодар;Ростов;95;4-2-3-1 (100.0%);0;0;7;2;507;409;10;3;59.66;0.44;5.03;Ничья;Ничья
2;2017;Краснодар;Уфа;93;4-2-3-1 (100.0%);0;0;16;6;573;488;10;2;60.74;1.18;4.86;Ничья;Ничья
2;2017;Краснодар;Локомотив;94;4-2-3-1 (100.0%);2;1;6;5;524;449;11;7;53.48;1.31;6.37;Краснодар;Локомотив
2;2017;Краснодар;Спартак;97;4-1-4-1 (87.76%);2;2;8;3;404;322;9;1;52.65;1.13;10.73;Ничья;Ничья
1;2016;Краснодар;КС;95;4-2-3-1 (100.0%);1;1;25;7;546;472;21;9;61.26;1.83;6.49;Ничья;Ничья
1;2016;Краснодар;Ахмат;93;4-2-3-1 (92.13%);1;2;7;4;497;436;6;2;52.33;0.49;12.69;Ахмат;Краснодар
1;2016;Краснодар;Зенит;95;4-2-3-1 (100.0%);2;1;12;5;452;390;11;3;59.08;1.43;5.03;Краснодар;Зенит
1;2016;Краснодар;Урал;92;4-2-3-1 (100.0%);3;0;15;3;606;522;10;4;53.69;1.2;8.08;Краснодар;Урал
1;2016;Краснодар;Оренбург;102;4-2-3-1 (43.58%);3;3;13;7;527;447;12;2;64.47;1.78;4.43;Ничья;Ничья
1;2016;Краснодар;Анжи;94;4-2-3-1 (18.11%);0;0;8;2;303;255;3;1;38.77;0.76;9.54;Ничья;Ничья
1;2016;Краснодар;Амкар;94;4-3-3 (100.0%);1;0;14;8;681;603;17;4;66.67;1.95;6.05;Краснодар;Амкар
1;2016;Краснодар;Арсенал;93;4-3-3 (100.0%);0;0;14;2;723;635;25;8;75.51;1.06;5.61;Ничья;Ничья
1;2016;Краснодар;Рубин;96;4-2-1-3 (100.0%);1;0;8;2;519;447;10;4;55.14;0.43;6.71;Краснодар;Рубин
1;2016;Краснодар;ЦСКА;94;4-4-1-1 (100.0%);1;1;8;1;387;330;6;2;40.75;0.63;10.39;Ничья;Ничья
1;2016;Краснодар;Ростов;94;4-2-3-1 (76.23%);2;1;17;4;523;411;24;7;66.7;2.25;5.17;Краснодар;Ростов
1;2016;Краснодар;Уфа;93;4-3-3 (100.0%);0;0;11;5;400;333;5;2;48.89;0.65;7.05;Ничья;Ничья
1;2016;Краснодар;Локомотив;94;4-1-4-1 (100.0%);1;2;13;3;338;268;11;7;55.31;1.1;5.23;Локомотив;Краснодар
1;2016;Краснодар;Спартак;95;4-1-4-1 (76.89%);0;2;10;3;377;303;6;1;48.14;0.68;10.04;Спартак;Краснодар
1;2016;Краснодар;КС;96;4-3-3 (88.58%);1;1;21;7;600;532;11;2;65.72;1.16;8.3;Ничья;Ничья
1;2016;Краснодар;Ахмат;92;4-3-3 (100.0%);4;0;11;6;482;422;11;4;53.44;2.34;14.4;Краснодар;Ахмат
1;2016;Краснодар;Томь;95;4-3-3 (100.0%);3;0;22;4;612;558;9;4;63.93;1.86;6.07;Краснодар;Томь
2;2016;Краснодар;Амкар;94;4-3-3 (100.0%);1;0;15;6;582;520;5;0;59.1;1.01;5.22;Краснодар;Амкар
2;2016;Краснодар;ЦСКА;93;4-1-4-1 (99.82%);0;2;7;5;586;480;10;5;61.82;0.62;5.59;ЦСКА;Краснодар
2;2016;Краснодар;КС;92;4-3-3 (100.0%);3;0;24;11;800;725;16;5;67.27;2.19;6.43;Краснодар;КС
2;2016;Краснодар;Рубин;94;4-1-4-1 (48.97%);1;1;21;9;579;499;10;4;63.92;1.84;4.45;Ничья;Ничья
2;2016;Краснодар;Уфа;92;4-3-3 (86.95%);4;0;18;8;742;669;23;8;69.65;1.42;5.36;Краснодар;Уфа
2;2016;Краснодар;Ахмат;95;4-3-3 (89.56%);1;0;11;4;422;356;9;3;46.81;1.04;14.77;Краснодар;Ахмат
2;2016;Краснодар;Урал;93;4-3-3 (100.0%);6;0;21;12;574;519;12;4;57;1.97;8.36;Краснодар;Урал
2;2016;Краснодар;Динамо;94;4-3-3 (100.0%);4;1;10;7;594;502;7;2;59.22;2.04;6.35;Краснодар;Динамо
2;2016;Краснодар;Локомотив;95;4-3-3 (85.08%);1;2;13;6;597;498;21;7;64.68;0.96;3.65;Локомотив;Краснодар
2;2016;Краснодар;Мордовия;80;4-3-3 (13.53%);1;0;5;4;354;304;7;4;48.12;0.81;9.94;Краснодар;Мордовия
2;2016;Краснодар;Зенит;124;4-3-3 (100.0%);0;0;11;1;412;342;8;3;57.75;0.85;4.36;Ничья;Ничья
1;2015;Краснодар;Кубань;95;4-5-1 (75.63%);3;2;19;9;432;349;22;9;57.77;2.85;6.18;Краснодар;Кубань
